timestamp,load,threads,total_threads,events_seconds,total_time,latency_min,latency_avg,latency_max,latency_95th,latency_sum,events_avg,events_stddev,execution_time_avg,execution_time_stddev
2025-03-14 22:59:29.699,50000,2,12,593.09,84.3033,3.32,3.37,12.85,3.43,168566.63,25000.0000,9.00,84.2833,0.00
