ID,Timestamp,Capacidad disponible,Capacidad utilizada,% Memoria utilizada
189,2025-03-01 20:10:55,5359980,4881276,47.6629
190,2025-03-01 20:10:58,5345036,4895676,47.8060
191,2025-03-01 20:11:01,5296296,4875340,47.9307
192,2025-03-01 20:11:04,5269468,4904256,48.2051
193,2025-03-01 20:11:07,5307676,4890064,47.9524
194,2025-03-01 20:11:10,5324136,4875772,47.8021
195,2025-03-01 20:11:13,5313908,4875824,47.8504
196,2025-03-01 20:11:16,5305072,4875760,47.8916
197,2025-03-01 20:11:19,5323840,4875836,47.8038
198,2025-03-01 20:11:22,5322120,4875720,47.8113
199,2025-03-01 20:11:25,5321372,4875608,47.8142
200,2025-03-01 20:11:28,5320256,4875744,47.8202
201,2025-03-01 20:11:31,5318744,4875748,47.8273
202,2025-03-01 20:11:34,5318180,4875900,47.8307
203,2025-03-01 20:11:37,5279916,4904660,48.1577
204,2025-03-01 20:11:40,5276904,4890336,48.0990
205,2025-03-01 20:11:44,5278736,4890280,48.0900
206,2025-03-01 20:11:47,5294620,4890360,48.0154
207,2025-03-01 20:11:50,5280580,4891412,48.0871
208,2025-03-01 20:11:53,5317324,4890452,47.9091
209,2025-03-01 20:11:56,5316224,4890460,47.9143
210,2025-03-01 20:11:59,5314584,4890360,47.9215
211,2025-03-01 20:12:02,5332392,4875984,47.7645
212,2025-03-01 20:12:05,5328672,4876116,47.7826
213,2025-03-01 20:12:08,5306296,4890552,47.9614
214,2025-03-01 20:12:11,5328848,4876216,47.7823
215,2025-03-01 20:12:14,5333084,4876280,47.7628
216,2025-03-01 20:12:17,5333968,4876172,47.7581
217,2025-03-01 20:12:20,5335712,4876276,47.7505
218,2025-03-01 20:12:23,5332392,4876288,47.7661
219,2025-03-01 20:12:26,5331268,4876372,47.7718
220,2025-03-01 20:12:29,5335832,4876324,47.7502
221,2025-03-01 20:12:32,5361132,4857964,47.5381
222,2025-03-01 20:12:35,5324688,4901076,47.9287
223,2025-03-01 20:12:38,5349088,4872584,47.6691
224,2025-03-01 20:12:41,5369656,4858184,47.4996
225,2025-03-01 20:12:44,5359380,4858192,47.5474
226,2025-03-01 20:12:47,5358660,4858216,47.5509
227,2025-03-01 20:12:50,5356804,4858232,47.5596
228,2025-03-01 20:12:53,5377924,4858256,47.4616
229,2025-03-01 20:12:57,5376940,4858256,47.4662
230,2025-03-01 20:13:00,5375428,4858364,47.4737
231,2025-03-01 20:13:03,5372932,4858200,47.4845
232,2025-03-01 20:13:06,5317772,4901440,47.9630
233,2025-03-01 20:13:09,5311200,4887096,47.9207
234,2025-03-01 20:13:12,5340776,4872896,47.7095
235,2025-03-01 20:13:15,5341312,4872960,47.7074
236,2025-03-01 20:13:18,5343748,4872840,47.6954
237,2025-03-01 20:13:21,5341268,4872976,47.7077
238,2025-03-01 20:13:24,5337124,4872832,47.7263
239,2025-03-01 20:13:27,5337248,4872792,47.7255
240,2025-03-01 20:13:30,5339576,4872808,47.7147
241,2025-03-01 20:13:33,5337220,4872696,47.7251
242,2025-03-01 20:13:36,5321328,4887328,47.8744
243,2025-03-01 20:13:39,5324312,4887116,47.8593
244,2025-03-01 20:13:42,5341224,4872844,47.7072
245,2025-03-01 20:13:45,5335952,4872916,47.7322
246,2025-03-01 20:13:48,5314216,4887388,47.9080
247,2025-03-01 20:13:51,5320476,4872992,47.8050
248,2025-03-01 20:13:54,5323640,4858652,47.7167
249,2025-03-01 20:13:57,5327852,4858652,47.6970
250,2025-03-01 20:14:00,5326072,4858620,47.7051
251,2025-03-01 20:14:03,5330992,4858684,47.6824
252,2025-03-01 20:14:06,5308228,4887508,47.9368
253,2025-03-01 20:14:10,5318804,4873132,47.8136
254,2025-03-01 20:14:13,5321292,4873140,47.8020
255,2025-03-01 20:14:16,5328172,4873076,47.7694
256,2025-03-01 20:14:19,5320964,4873032,47.8030
257,2025-03-01 20:14:22,5316092,4873220,47.8268
258,2025-03-01 20:14:25,5308544,4873204,47.8622
259,2025-03-01 20:14:28,5311548,4873204,47.8480
260,2025-03-01 20:14:31,5310296,4873228,47.8540
261,2025-03-01 20:14:34,5270944,4873256,48.0398
262,2025-03-01 20:14:37,5253128,4873200,48.1241
263,2025-03-01 20:14:40,5280788,4858876,47.9195
264,2025-03-01 20:14:43,5287912,4858956,47.8863
265,2025-03-01 20:14:46,5275980,4859020,47.9430
266,2025-03-01 20:14:49,5278108,4859020,47.9329
267,2025-03-01 20:14:52,5263132,4873436,48.0778
268,2025-03-01 20:14:55,5264540,4873572,48.0718
269,2025-03-01 20:14:58,5260340,4873588,48.0918
270,2025-03-01 20:15:01,5255288,4859188,48.0419
271,2025-03-01 20:15:04,5259344,4859068,48.0220
272,2025-03-01 20:15:07,5286296,4873492,47.9684
273,2025-03-01 20:15:10,5321920,4859156,47.7273
274,2025-03-01 20:15:13,5316404,4859244,47.7537
275,2025-03-01 20:15:17,5325500,4859188,47.7107
276,2025-03-01 20:15:20,5333780,4859124,47.6716
277,2025-03-01 20:15:23,5336232,4859236,47.6607
278,2025-03-01 20:15:26,5317312,4873604,47.8230
279,2025-03-01 20:15:29,5319628,4873612,47.8122
280,2025-03-01 20:15:32,5311912,4873612,47.8484
281,2025-03-01 20:15:35,5319224,4873620,47.8141
282,2025-03-01 20:15:38,5299712,4888108,47.9799
283,2025-03-01 20:15:41,5310812,4875880,47.8652
284,2025-03-01 20:15:44,5297828,4875940,47.9266
285,2025-03-01 20:15:47,5310120,4875852,47.8683
286,2025-03-01 20:15:50,5320500,4875924,47.8199
287,2025-03-01 20:15:53,5331848,4875916,47.7667
288,2025-03-01 20:15:56,5322992,4875964,47.8085
289,2025-03-01 20:15:59,5320232,4876092,47.8221
290,2025-03-01 20:16:02,5333780,4861532,47.6840
