timestamp,load,threads,total_threads,events_seconds,total_time,latency_min,latency_avg,latency_max,latency_95th,latency_sum,events_avg,events_stddev,execution_time_avg,execution_time_stddev
2025-03-29 02:04:20.912,25000,2,12,1534.15,16.2942,1.28,1.30,9.65,1.34,32574.55,12500.0000,10.00,16.2873,0.00
