ID,Timestamp,Capacidad disponible,Capacidad utilizada,% Memoria utilizada
454,2025-03-01 20:18:06,2220748,4626400,67.5668
455,2025-03-01 20:18:09,2220320,4626400,67.5710
456,2025-03-01 20:18:12,2219768,4626408,67.5765
457,2025-03-01 20:18:15,2219292,4626408,67.5812
458,2025-03-01 20:18:18,2219148,4626416,67.5827
459,2025-03-01 20:18:21,2218896,4626416,67.5852
460,2025-03-01 20:18:24,2218412,4626424,67.5900
461,2025-03-01 20:18:27,2217444,4626424,67.5996
462,2025-03-01 20:18:30,2217192,4626432,67.6021
463,2025-03-01 20:18:33,2216652,4626432,67.6074
464,2025-03-01 20:18:36,2216580,4626432,67.6081
465,2025-03-01 20:18:39,2216360,4626440,67.6103
466,2025-03-01 20:18:42,2215772,4626448,67.6162
467,2025-03-01 20:18:45,2215288,4626448,67.6210
468,2025-03-01 20:18:49,2215252,4626448,67.6213
469,2025-03-01 20:18:52,2215284,4626456,67.6210
470,2025-03-01 20:18:55,2215272,4626464,67.6212
471,2025-03-01 20:18:58,2215092,4626464,67.6230
472,2025-03-01 20:19:01,2214548,4626464,67.6284
473,2025-03-01 20:19:04,2214144,4626472,67.6324
474,2025-03-01 20:19:07,2213644,4626472,67.6373
475,2025-03-01 20:19:10,2213888,4626472,67.6349
476,2025-03-01 20:19:13,2213412,4626480,67.6397
477,2025-03-01 20:19:16,2212728,4626480,67.6464
478,2025-03-01 20:19:19,2213100,4626480,67.6427
479,2025-03-01 20:19:22,2213268,4626488,67.6411
480,2025-03-01 20:19:25,2214104,4626488,67.6329
481,2025-03-01 20:19:28,2214136,4626496,67.6326
482,2025-03-01 20:19:31,2214388,4626496,67.6301
483,2025-03-01 20:19:34,2215396,4626504,67.6202
484,2025-03-01 20:19:37,2216288,4626512,67.6114
485,2025-03-01 20:19:40,2216268,4626512,67.6116
486,2025-03-01 20:19:43,2216868,4626512,67.6057
487,2025-03-01 20:19:46,2215980,4626520,67.6145
488,2025-03-01 20:19:49,2216576,4626520,67.6086
489,2025-03-01 20:19:52,2216124,4626528,67.6131
490,2025-03-01 20:19:55,2216080,4626528,67.6135
491,2025-03-01 20:19:58,2215652,4626536,67.6178
492,2025-03-01 20:20:02,2215140,4626552,67.6229
493,2025-03-01 20:20:05,2215816,4626552,67.6162
