timestamp,load,threads,total_threads,events_seconds,total_time,latency_min,latency_avg,latency_max,latency_95th,latency_sum,events_avg,events_stddev,execution_time_avg,execution_time_stddev
2025-03-29 05:16:09.080,62500,3,8,279.11,223.9225,10.54,10.75,14.44,10.84,671739.21,20833.3333,6.18,223.9131,0.00
