ID,Timestamp,%CPU (global),%CPU (user),%CPU(system)
282,2025-03-09 18:08:35,11.6,7.0,4.7
283,2025-03-09 18:08:40,10.7,8.3,2.4
284,2025-03-09 18:08:45,16.3,10.2,6.1
285,2025-03-09 18:08:51,15.5,11.9,3.6
286,2025-03-09 18:08:56,25.3,15.2,6.1
287,2025-03-09 18:09:01,11.5,8.0,3.4
288,2025-03-09 18:09:06,17.9,14.3,3.6
289,2025-03-09 18:09:12,15.3,10.6,4.7
290,2025-03-09 18:09:17,20.6,14.4,6.2
291,2025-03-09 18:09:22,8.0,4.6,2.3
292,2025-03-09 18:09:27,7.0,4.7,2.3
293,2025-03-09 18:09:33,21.6,14.4,5.2
294,2025-03-09 18:09:38,22.7,18.2,3.4
295,2025-03-09 18:09:43,8.3,6.0,2.4
296,2025-03-09 18:09:48,7.1,3.6,2.4
297,2025-03-09 18:09:54,8.1,3.5,2.3
298,2025-03-09 18:09:59,19.8,12.9,5.9
299,2025-03-09 18:10:04,24.8,17.8,6.9
300,2025-03-09 18:10:09,9.3,7.0,2.3
301,2025-03-09 18:10:15,26.7,17.8,5.6
302,2025-03-09 18:10:20,7.1,4.8,1.2
303,2025-03-09 18:10:25,7.1,4.8,2.4
304,2025-03-09 18:10:30,7.1,4.8,2.4
305,2025-03-09 18:10:35,7.1,4.7,2.4
306,2025-03-09 18:10:41,17.3,14.8,2.5
307,2025-03-09 18:10:46,29.3,22.0,6.1
308,2025-03-09 18:10:51,10.0,6.0,4.0
309,2025-03-09 18:10:56,47.1,32.9,14.1
310,2025-03-09 18:11:02,29.4,22.4,5.9
311,2025-03-09 18:11:07,11.2,6.1,5.1
312,2025-03-09 18:11:12,20.9,16.3,3.5
313,2025-03-09 18:11:18,8.0,4.0,4.0
314,2025-03-09 18:11:23,10.0,7.0,3.0
315,2025-03-09 18:11:28,18.6,15.1,2.3
316,2025-03-09 18:11:33,8.2,5.1,3.1
317,2025-03-09 18:11:39,7.1,4.7,2.4
